S,Vmfn,Rem,Dfn,colIndex,frictionFactor
0.6,0.23428204213063655,2970.574132950189,1.0220608103491642,2,6.2055049322898705
1.2,0.43143030164467344,640.0978490324032,0.9925692025341122,2,2.6830883887447827
1.2,0.42174658120765013,7109.883470015752,0.995954356846473,1,2.431821263363879
0.6,0.18430390095913007,1951.0957813421185,1.0217415512846943,14,8.39372657050007
0.6,0.20039122130955728,2278.7850140450887,1.0205520677944575,4,6.80306068287263
1.2,0.42491128244493004,2294.96773194004,0.9848078008298755,1,2.6141171106272933
0.6,0.16506479991176426,1769.4546198374303,1.0167395327067419,9,7.1936890131047
0.6,0.1520745897832611,1526.9185331024007,1.0138581921938887,10,7.941585910327025
0.6,0.18063423392178027,2030.9380249870067,1.0197531126671973,5,6.989556611896984
0.373,0.17066912981303947,5543.75017343431,0.9945377328106031,5,10.555424437914253
0.6,0.15475342030940104,1568.4758218296197,1.018009875254611,9,7.027907111541086
0.6,0.1877110853606791,2026.177503187036,1.0225374431394259,4,5.874272726721933
1.2,0.37709367294100865,2157.853544637474,0.996650620512734,9,2.9426772783539277
0.6,0.14432491200560707,1461.8819118300814,1.007489128951465,13,7.754815454144431
1.2,0.3687761284705985,2114.7594752446926,0.9923602685969822,5,3.0211908603560325
1.2,0.37637452176725866,6468.536634711303,0.9941754128112791,7,2.728718291395656
1.2,0.38212466307419235,2247.5315343721236,1.0243816815130933,9,2.67413230538356
0.6,0.15887011247213328,6926.151739702505,1.0221597427915676,7,5.848236782205097
1.2,0.37330914286325795,2106.0594776846506,0.9946309988622802,13,2.8839189125366986
0.6,0.1527228153325656,1594.2406206067815,1.0221760343880313,8,6.045748524015244
1.2,0.3799334329555285,1964.1430861901554,0.9910668127209836,6,2.893555720291549
1.2,0.3996733176520068,2372.439524944152,0.993339259152789,4,2.8485570972351564
0.618,0.18284833616017074,5657.221785861233,0.9941977263379828,8,6.3638777027099
1.2,0.37600307749276146,2231.8681371073126,1.0201025630088387,4,2.8747641077378985
1.2,0.37864738523943253,2284.625981095701,1.015138687631718,9,2.874982447793894
0.6,0.19057903651908437,2265.436252501155,1.022550634752265,4,6.2554034198350665
1.2,0.36889174560343385,2207.2944301636962,1.0102609706707955,14,3.183871691766846
1.2,0.3449130202362562,1879.6504746078135,0.9955183689119202,10,2.8121605098315317
1.2,0.43512082575139455,445.344783089559,0.995954356846473,1,2.9178949918950243
1.2,0.36040636221692246,7300.211381083029,0.9926895975889631,14,3.0758093845113597
1.2,0.38738339857171217,2388.2230762030867,1.0311835910437375,3,2.69329364220663
0.545,0.16510895082474242,1761.256333045852,1.0152489716462125,11,9.12436438612029
0.6,0.17189753139810607,1935.0372572557148,1.0218909073080702,12,7.682124391188799
0.6,0.14011266011066037,5512.8980861170885,1.022006816630676,14,8.517951568743785
1.2,0.41149306797665236,2489.5222240883386,1.0201750905799238,3,2.5471321483652134
1.2,0.35680740357780155,2174.6280295636334,1.0269585385427724,5,2.8709544392034423
1.329,0.3907185202574517,2116.3471498822573,0.9907489137254555,7,2.464541901872679
0.6,0.2753002753350639,2672.749637179855,0.9917436514522823,1,4.843505053905839
1.2,0.3423811461155939,1919.4755520652268,0.9851626259776985,13,2.9550356322151914
0.961,0.3108751379519432,2252.0119010359363,1.0162954617132824,8,4.018348174600506
1.2,0.3363562254368752,1807.2213751270515,0.985904684301718,12,2.702364541846404
0.6,0.20392579223192242,7487.103263263887,1.0225501196608906,3,5.937661641524432
1.2,0.3632850265111418,5936.662695436845,1.0182141375602722,14,3.0669864548349137
1.2,0.3684515206085625,2086.652943961996,0.9906280324564545,7,2.9515925237039293
1.2,0.37532863742274303,6382.723404481848,0.9952937463646785,3,2.4214085071796934
1.2,0.3857980773350117,2348.2198998806116,1.020828272157351,3,2.7786396050322546
0.6,0.16036885072692614,1595.6877649562598,1.0004644289039497,7,8.35733791778816
0.6,0.1444447203021295,1502.0567913841674,1.030902838743764,14,9.057648156655059
1.0590000000000002,0.31649414654105934,1883.6444758349796,1.0116318371043003,12,3.4045176713608876
0.618,0.2437737542424597,3057.5281506649603,1.022072176103391,2,5.3060627338395
1.2,0.36483299555163456,6055.742097548309,0.9938614215964933,13,2.6378552689012036
0.6,0.2725000805604987,2795.9010704507155,1.0228215767634854,1,4.671791821804697
1.2,0.39899476328709194,6912.390450195212,0.9959444953877263,3,2.4344462991339184
1.2,0.40582690254958514,4445.291467855791,0.9950054612569686,3,2.45569161858712
1.2,0.3404296132052402,4049.62137621189,1.0198324653430206,7,2.996093856272095
1.2,0.38899873709270594,2360.9841240084975,1.021137033531776,4,2.832446036334192
1.2,0.37686469839007525,2299.7147540795077,1.020675060984971,7,3.089489592282049
1.157,0.4158800932937457,2452.4680181628605,0.9950701347326475,2,2.653499049638998
1.2,0.34238688614897467,1979.9035407918257,1.0103640772315066,7,3.2116052226838576
1.476,0.4018955066071972,2164.723392238135,1.0208848517028462,3,2.225097216915714
1.2,0.4190541945093754,2459.2498848751884,0.995082669151481,2,2.806382177518004
0.6,0.168706373751599,1784.9120381628472,1.0224342044786754,5,6.013396927113981
1.2,0.3648157272578727,7180.465217595459,0.9941027205358975,8,2.7666542883051735
0.6,0.20886942749186785,2446.079013454674,1.0248937920757004,3,5.741987142135222
0.373,0.1392748465850367,1432.8367870906802,0.9888450356046175,10,18.111121181243956
0.937,0.2650915268415072,1867.0197095863311,1.0218767534617255,10,4.569914095502391
0.6,0.18358728367246469,1960.7063268991935,0.9975423136519235,4,7.270228165520926
0.6,0.22776330910981726,2738.4187552653743,1.022719480357914,2,5.012921195237317
1.2,0.37433774681517,6400.097865844622,0.9958694949014792,7,2.3706723755879238
0.373,0.19484629988231683,6767.753603704175,0.995124586818705,3,8.64684049432381
0.6,0.2753002753350639,2771.3008457753035,1.0119219917012447,1,4.746922615954301
1.2,0.39953479092784205,2254.4492969808084,0.993306765420634,4,2.6805593870052355
0.6,0.1900390935739018,5711.880393067534,1.0225394663044303,4,5.778597540713502
0.6,0.15152234379660415,4194.770070679272,1.020496954194687,8,7.016918196246085
1.2,0.37364682622903156,7643.396366083302,1.0213637509292162,6,2.4249769008614455
0.6,0.194979444854781,2348.294792794202,1.020871455597132,3,6.86330230085572
1.2,0.42473457354216315,2455.7858424599835,1.0228215767634854,1,2.447622343152013
1.2,0.3627760159995262,2018.0992471738355,0.9923157821217432,5,2.9072946844062257
1.2,0.4241177752008944,2291.8781723897396,0.995954356846473,1,2.5629138956246726
1.2,0.3610627518699217,7381.456292818664,1.0216132110360825,5,2.3694744858845325
1.2,0.4211926684212759,7163.344618195755,1.0007448962655603,1,2.3810614788065028
1.2,0.40299034263895106,7020.870069992005,0.9958188571536128,3,2.3073668688840576
1.2,0.37475877752022335,2268.9203649254277,1.0230860738628242,8,2.957844792628158
0.6,0.1615083261704749,1714.1092749935126,1.0034946563653782,6,7.688736925251864
1.2,0.4168884823951243,2535.9730079650753,1.0225893353365003,2,2.481738869849518
1.2,0.3880780013984598,2390.5843641827396,1.031576758467752,5,2.8276328119870247
0.6,0.21700574308700357,2515.665959135358,1.0206085626511214,4,6.103544757427156
0.52,0.2642023005016057,2782.907953949216,1.0228215767634854,1,5.368205334253423
0.6,0.22926588233620074,2824.4932274115417,1.0216976683995764,2,4.802848531578489
0.937,0.29581838803933186,2025.966998976527,0.9885856626049283,10,4.105389804847841
1.2,0.36178111740542046,2127.116871247093,1.0178490087195644,6,2.8337719308736435
0.6,0.2311724784428983,8194.076890269587,1.0226650845044618,2,4.70679446160437
0.373,0.2791909769247948,2993.8064266105675,1.0228215767634854,1,8.047857768063567
0.6,0.16033773168886833,1715.5304331640439,1.0236731681382962,7,7.225110789201896
1.2,0.4488458808274367,51.13686204334839,1.0228215767634854,1,4.541187297206979
0.42200000000000004,0.20293149435984248,2537.1319563756088,1.0211458261969297,3,11.496954272661698
0.6,0.27556893636362945,2827.3880968302446,1.0228215767634854,1,4.414540972888007
1.2,0.38438281001344604,3164.6756253548283,1.0200169028211963,5,2.848013810234647
1.2,0.40811992057064717,2475.106885697982,1.0254590065847216,2,2.445333940404665
1.2,0.3375849555866648,1953.5946545763475,1.0213184418251042,10,3.28774999285444
