S,Rem,Prandtl,colIndex,nusselt
0.6,2824.631585141112,0.7098435803104706,1,-0.0
0.6,2824.631585141112,0.7098425453869543,2,-0.0
0.6,2352.283137465589,0.709841897453174,3,-0.0
0.6,2000.6010414465177,0.709841697314891,4,-0.0
0.6,1878.7140078118719,0.7098415302363681,5,-0.0
0.6,1770.5477562751587,0.7098413655107472,6,-0.0
0.6,1657.0082122437277,0.7098413491684364,7,-0.0
0.6,2824.631585141112,0.7098435803104706,1,66.20014568438899
0.6,2824.631585141112,0.7098425075797485,2,71.4330577034299
0.6,2352.2807871106174,0.7098418218401598,3,70.68239720174027
0.6,2000.5970435180834,0.7098415838960599,4,62.45755344069603
0.6,1878.7083762802697,0.7098413790120401,5,55.554883247885456
0.6,1770.5406798769927,0.7098411764813,6,48.71623924475377
0.6,1656.9999339789024,0.7098411223333224,7,38.88459422375653
0.6,2824.631585141112,0.7098435803104706,1,53.38011097584496
0.6,2824.631585141112,0.7098423941583677,2,49.004781665630844
0.6,2352.273736058111,0.7098415950020662,3,43.00511494618027
0.6,2000.5850497750648,0.7098412436417021,4,37.69537400562305
0.6,1878.691481774857,0.7098409253428544,5,33.51718298576932
0.6,1770.5194508323134,0.7098406093988925,6,30.848658091916583
0.6,1656.9750994035437,0.7098404418365268,7,27.060858000639797
0.6,2824.631585141112,0.7098435803104706,1,52.218118242619575
0.6,2824.631585141112,0.7098422051235221,2,45.77146803124811
0.6,2352.2619843452912,0.7098412169417387,3,39.89339976738475
0.6,2000.5650603443137,0.709840676558224,4,35.354265757113595
0.6,1878.6633245638172,0.7098401692402023,5,31.16119955890428
0.6,1770.4840695905664,0.709839664281327,6,28.727651884620162
0.6,1656.9337091749885,0.7098393077036873,7,25.65984620524039
0.6,2824.631585141112,0.7098435803104706,1,52.05540980106487
0.6,2824.631585141112,0.7098419404763963,2,44.99805463246863
0.6,2352.245532034194,0.7098406876639212,3,38.84282429470105
0.6,2000.5370754372436,0.7098398826563032,4,34.55040096103378
0.6,1878.6239050941072,0.7098391107230704,5,30.392763694539727
0.6,1770.4345369008042,0.7098383411582735,6,28.08610840908264
0.6,1656.8757643887511,0.7098377199775312,7,25.216423688563165
0.6,2824.631585141112,0.7098435803104706,1,51.784179915181966
0.6,2824.631585141112,0.7098415989827458,2,44.55166419043503
0.6,2352.2243023792407,0.709840004703559,3,38.39733618640804
0.6,2000.500964661525,0.7098388582434628,4,34.133126511116494
0.6,1878.5730399062613,0.7098377448749577,5,30.143600797895747
0.6,1770.3706225012377,0.7098366338926062,6,27.798208888632026
0.6,1656.8009959877772,0.7098356713036781,7,24.970170168051094
0.6,2824.631585141112,0.7098435803104706,1,51.576030037984225
0.6,2824.631585141112,0.7098411828694233,2,44.2818285712886
0.6,2352.198433796379,0.7098391725184691,3,38.177638983404464
