S,fluidColumn,An,Rem,Dfn,colIndex,cdrag
0.6,8,1.9634954084936205,2824.631585141112,1.0228215767634854,0,0.8507709838074539
0.6,8,1.9634954084936205,2824.631585141112,1.0228215767634854,1,1.7854889718469458
0.6,8,1.9634954084936205,2824.631585141112,1.0228059186744922,2,1.861360366105065
0.6,8,1.9634954084936205,2352.283137465589,1.0227961153988248,3,1.915333409688741
0.6,8,1.9634954084936205,2000.6010414465177,1.0227930872595414,4,1.8363819208182968
0.6,8,1.9634954084936205,1878.7140078118719,1.0227905593093836,5,1.939272412911803
0.6,8,1.9634954084936205,1770.5477562751587,1.0227880669479517,6,1.7497541582396279
0.6,8,1.9634954084936205,1657.0082122437277,1.022787819681942,7,1.52109409409148
0.6,8,1.9634954084936205,2824.631585141112,1.0228215767634854,0,0.8507709838074539
0.6,8,1.9634954084936205,2824.631585141112,1.0228215767634854,1,1.7854889718469458
0.6,8,1.9634954084936205,2824.631585141112,1.0228053466540932,2,1.861361407100894
0.6,8,1.9634954084936205,2352.2807871106174,1.022794971358108,3,1.9153355520725701
0.6,8,1.9634954084936205,2000.5970435180834,1.0227913711985273,4,1.836385001938758
0.6,8,1.9634954084936205,1878.7083762802697,1.022788271228088,5,1.939276751261254
0.6,8,1.9634954084936205,1770.5406798769927,1.0227852068463918,6,1.7497590512265069
0.6,8,1.9634954084936205,1656.9999339789024,1.0227843875601004,7,1.5210991983737971
0.6,8,1.9634954084936205,2824.631585141112,1.0228215767634854,0,0.8507709838074539
0.6,8,1.9634954084936205,2824.631585141112,1.0228215767634854,1,1.7854889718469458
0.6,8,1.9634954084936205,2824.631585141112,1.0228036305928965,2,1.8613645300953652
0.6,8,1.9634954084936205,2352.273736058111,1.0227915392359788,3,1.9153419792527733
0.6,8,1.9634954084936205,2000.5850497750648,1.022786223015549,4,1.8363942453620616
0.6,8,1.9634954084936205,1878.691481774857,1.0227814069843297,5,1.939289766425828
0.6,8,1.9634954084936205,1770.5194508323134,1.0227766265419265,6,1.7497737303509713
0.6,8,1.9634954084936205,1656.9750994035437,1.022774091194896,7,1.5211145114258129
