S,Rem,Prandtl,colIndex,nusselt
0.6,2795.9010704507155,0.7098435803104706,1,-0.0
0.6,2795.9010704507155,0.7098425316852399,2,-0.0
0.6,2310.712261432306,0.7098423262700577,3,-0.0
0.6,2795.9010704507155,0.7098435803104706,1,66.4149321609757
0.6,2795.9010704507155,0.7098424938780483,2,64.60277645026974
0.6,2310.709952614035,0.7098422506561469,3,58.91693307902208
0.6,2795.9010704507155,0.7098435803104706,1,53.414933835378534
0.6,2795.9010704507155,0.7098423804567103,2,47.155486124919705
0.6,2310.703026171411,0.7098420238153631,3,41.73752859174312
0.6,2795.9010704507155,0.7098435803104706,1,52.232923136346436
0.6,2795.9010704507155,0.7098421914219365,2,44.653684088127434
0.6,2310.6914821409964,0.7098416457505524,3,39.699285808677644
0.6,2795.9010704507155,0.7098435803104706,1,51.487039070203664
0.6,2795.9010704507155,0.7098419267749106,2,43.96389391647262
0.6,2310.675320583734,0.7098411164664582,3,38.901276525008804
0.6,2795.9010704507155,0.7098435803104706,1,51.24208562456757
0.6,2795.9010704507155,0.7098415852813897,2,43.50430936714458
0.6,2310.65446611033,0.7098404334979971,3,38.63809563805319
0.6,2795.9010704507155,0.7098435803104706,1,51.20130566003082
0.6,2795.9010704507155,0.7098411691682244,2,43.377397225897
0.6,2310.629054690574,0.7098396013030386,3,38.41304560198814
0.6,2795.9010704507155,0.7098435803104706,1,51.07543853318189
0.6,2795.9010704507155,0.7098406774492103,2,43.26414336339318
0.6,2310.5990260735125,0.7098386179144454,3,38.30075167998834
0.6,2795.9010704507155,0.7098435803104706,1,51.06859961892215
0.6,2795.9010704507155,0.7098401101274276,2,43.16698274936415
0.6,2310.564380417656,0.7098374833445541,3,38.242442779109915
0.6,2795.9010704507155,0.7098435803104706,1,51.05966795742669
0.6,2795.9010704507155,0.7098394672064293,2,43.12366993033991
0.6,2310.525117905884,0.709836197607597,3,38.212215842536736
0.6,2795.9010704507155,0.7098435803104706,1,51.00546713593404
0.6,2795.9010704507155,0.7098387486902424,2,43.10916838186861
0.6,2310.481238745443,0.7098347607197023,3,38.17236008969694
0.6,2795.9010704507155,0.7098435803104706,1,51.00403550794161
0.6,2795.9010704507155,0.7098379545833668,2,43.05778274946234
0.6,2310.432743167943,0.709833172698893,3,38.129376983707736
0.6,2795.9010704507155,0.7098435803104706,1,50.97019499896988
0.6,2795.9010704507155,0.7098370848907761,2,43.054258542309505
0.6,2310.379631429352,0.7098314335650869,3,38.12109531087461
0.6,2795.9010704507155,0.7098435803104706,1,50.970649982704195
0.6,2795.9010704507155,0.7098361364048957,2,43.02568744137794
0.6,2310.3217075910347,0.7098295369152274,3,38.10882890693476
0.6,2795.9010704507155,0.7098435803104706,1,50.97227114830359
0.6,2795.9010704507155,0.7098351153107231,2,43.01103642751201
0.6,2310.2593493125387,0.7098274951291121,3,38.087359437482654
0.6,2795.9010704507155,0.7098435803104706,1,50.95277549483009
0.6,2795.9010704507155,0.7098340186486162,2,43.00673210132865
0.6,2310.1923757881027,0.7098253023012011,3,38.07412681575403
0.6,2795.9010704507155,0.7098435803104706,1,50.95468327404061
0.6,2795.9010704507155,0.7098328464254424,2,42.996904006118285
0.6,2310.1207873711783,0.7098229584589894,3,38.066582753791316
0.6,2795.9010704507155,0.7098435803104706,1,50.955616675497964
0.6,2795.9010704507155,0.7098315986485418,2,42.994509592586034
0.6,2310.0445844395595,0.7098204636318636,3,38.06300156085149
0.6,2795.9010704507155,0.7098435803104706,1,50.94207829055958
0.6,2795.9010704507155,0.7098302753257274,2,42.987482602653515
0.6,2309.9637673953753,0.7098178178511007,3,38.054501194280654
0.6,2795.9010704507155,0.7098435803104706,1,50.94323276797712
0.6,2795.9010704507155,0.7098288764652845,2,42.97726541855291
0.6,2309.8783366650828,0.7098150211498662,3,38.0495125845442
0.6,2795.9010704507155,0.7098435803104706,1,50.943826420473215
0.6,2795.9010704507155,0.7098274020759715,2,42.97281681090799
0.6,2309.7882926994653,0.7098120735632141,3,38.047092883427545
0.6,2795.9010704507155,0.7098435803104706,1,50.93971940220338
0.6,2795.9010704507155,0.7098258469781658,2,42.971836593772764
0.6,2309.6933190766363,0.7098089647552329,3,38.041748795212975
0.6,2795.9010704507155,0.7098435803104706,1,50.94064941516582
0.6,2795.9010704507155,0.7098242213125272,2,42.96236916294376
0.6,2309.5940350180804,0.7098057150176795,3,38.033245476414095
0.6,2795.9010704507155,0.7098435803104706,1,50.932742889584524
0.6,2795.9010704507155,0.7098225201471602,2,42.963365792732084
0.6,2309.490139224182,0.7098023145113256,3,38.03204215623072
0.6,2795.9276777064015,0.7098435803104706,1,50.93366211574592
0.6,2795.9276777064015,0.7098207423271402,2,42.95583288806169
0.6,2308.8178276998456,0.7097987622940284,3,38.02777626153155
0.6,2795.9276777064015,0.7098435803104706,1,50.92709826489526
0.6,2795.9276777064015,0.7098188901947919,2,42.95186220754597
0.6,2308.70473771957,0.7097950603798625,3,38.025104345265866
0.6,2795.9276777064015,0.7098435803104706,1,50.927949160745584
0.6,2795.9276777064015,0.7098169625960773,2,42.950715231536336
0.6,2308.5870388465646,0.7097912078303524,3,38.020000952466
0.6,2795.9276777064015,0.7098435803104706,1,50.928533322915875
0.6,2795.9276777064015,0.7098149595430594,2,42.947437713999
0.6,2308.464731701624,0.7097872046937428,3,38.01639949547163
0.6,2795.9276777064015,0.7098435803104706,1,50.928900349006305
0.6,2795.9276777064015,0.7098128810482723,2,42.94651711125175
0.6,2308.337816929806,0.7097830510201579,3,38.01399203901674
0.6,2795.9276777064015,0.7098435803104706,1,50.924733193647
0.6,2795.9276777064015,0.7098107199621179,2,42.94222967094517
0.6,2308.205857839293,0.7097787325490845,3,38.00948066119983
0.6,2795.9276777064015,0.7098435803104706,1,50.925435738025705
0.6,2795.9276777064015,0.7098084903768469,2,42.93830769591759
0.6,2308.06971479391,0.7097742774679103,3,38.00648812765689
0.6,2795.9276777064015,0.7098435803104706,1,50.92594555292785
0.6,2795.9276777064015,0.7098061853902816,2,42.93640272056503
0.6,2307.9289662046917,0.7097696720115709,3,38.00437841468197
0.6,2795.9276777064015,0.7098435803104706,1,50.9219393727539
0.6,2795.9276777064015,0.7098038050168409,2,42.936150078519766
0.6,2307.783612813733,0.709764916237694,3,38.000551632641965
0.6,2795.9276777064015,0.7098435803104706,1,50.92241242738591
0.6,2795.9276777064015,0.709801349271414,2,42.93433725324892
0.6,2307.6336553873443,0.7097600102057771,3,37.99758349420559
0.6,2795.9276777064015,0.7098435803104706,1,50.92274939042864
0.6,2795.9276777064015,0.7097988181693601,2,42.9312225841902
0.6,2307.479094716044,0.7097549539771861,3,37.99316918348256
