S,fluidColumn,An,Rem,Dfn,colIndex,cdrag
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0228057113685736,2,1.6604016429743027
0.6,4,1.9634954084936205,2310.712261432306,1.0228026034427677,3,1.675538337101595
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0228051393481745,2,1.6604025715809103
0.6,4,1.9634954084936205,2310.709952614035,1.0228014594020307,3,1.6755402112523372
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0228034232869776,2,1.6604053574069637
0.6,4,1.9634954084936205,2310.703026171411,1.022798027279841,3,1.6755458337296842
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.022800563184983,2,1.6604100004711597
0.6,4,1.9634954084936205,2310.6914821409964,1.0227923070762626,3,1.6755552046089992
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227965590421906,2,1.6604165008046592
0.6,4,1.9634954084936205,2310.675320583734,1.0227842987914022,3,1.6755683240158905
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.022791392159014,2,1.6604248888084594
0.6,4,1.9634954084936205,2310.65446611033,1.0227739650262424,3,1.6755852533963416
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227850961959304,2,1.6604351098938483
0.6,4,1.9634954084936205,2310.629054690574,1.0227613731019218,3,1.6756058826880398
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227776561920487,2,1.6604471884170622
0.6,4,1.9634954084936205,2310.5990260735125,1.0227464930968966,3,1.6756302611866445
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227690721473692,2,1.6604611244591676
0.6,4,1.9634954084936205,2310.564380417656,1.0227293250114453,3,1.6756583892189647
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.022759344061892,2,1.6604769181137002
0.6,4,1.9634954084936205,2310.525117905884,1.022709868845888,3,1.6756902671620955
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227484719356168,2,1.6604945694866686
0.6,4,1.9634954084936205,2310.481238745443,1.0226881246005883,3,1.6757258954434244
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227364557685437,2,1.6605140786965515
0.6,4,1.9634954084936205,2310.432743167943,1.0226640922759522,3,1.675765274540652
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227232955606729,2,1.6605354458743045
0.6,4,1.9634954084936205,2310.379631429352,1.0226377718724287,3,1.6758084049818007
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0227089426906366,2,1.660558750109215
0.6,4,1.9634954084936205,2310.3217075910347,1.02260906614783,3,1.6758554467068802
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
0.6,4,1.9634954084936205,2795.9010704507155,1.0226934906624745,2,1.660583839738518
0.6,4,1.9634954084936205,2310.2593493125387,1.0225781621106702,3,1.6759060938856665
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,0,0.8746659792170776
0.6,4,1.9634954084936205,2795.9010704507155,1.0228215767634854,1,1.8152462316960283
