S,Vmfn,Rem,Dfn,colIndex,frictionFactor
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0228059186744922,2,4.795130380682669
0.6,0.19499552302444415,2352.283137465589,1.0227961153988248,3,6.846318590562496
0.6,0.1831163488965237,2000.6010414465177,1.0227930872595414,4,6.484889112349337
0.6,0.1725742561038189,1878.7140078118719,1.0227905593093836,5,6.63724339598542
0.6,0.1615083261704749,1770.5477562751587,1.0227880669479517,6,7.543700076315079
0.6,0.16036885072692614,1657.0082122437277,1.022787819681942,7,8.17493046571219
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0228053466540932,2,4.795133062436731
0.6,0.19499552302444415,2352.2807871106174,1.022794971358108,3,6.846326248467988
0.6,0.1831163488965237,2000.5970435180834,1.0227913711985273,4,6.484899992833567
0.6,0.1725742561038189,1878.7083762802697,1.022788271228088,5,6.637258244173354
0.6,0.1615083261704749,1770.5406798769927,1.0227852068463918,6,7.543721171407391
0.6,0.16036885072692614,1656.9999339789024,1.0227843875601004,7,8.17495789804079
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0228036305928965,2,4.7951411077169155
0.6,0.19499552302444415,2352.273736058111,1.0227915392359788,3,6.846349222287109
0.6,0.1831163488965237,2000.5850497750648,1.022786223015549,4,6.484932634504923
0.6,0.1725742561038189,1878.691481774857,1.0227814069843297,5,6.637302789134929
0.6,0.1615083261704749,1770.5194508323134,1.0227766265419265,6,7.543784457390639
0.6,0.16036885072692614,1656.9750994035437,1.022774091194896,7,8.17504019612868
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.022800770490902,2,4.795154516577216
0.6,0.19499552302444415,2352.2619843452912,1.0227858190325014,3,6.8463875123278
0.6,0.1831163488965237,2000.5650603443137,1.0227776427107986,4,6.484987038019398
0.6,0.1725742561038189,1878.6633245638172,1.0227699665784933,5,6.637377032063495
0.6,0.1615083261704749,1770.4840695905664,1.0227623260351957,6,7.543889936383814
0.6,0.16036885072692614,1656.9337091749885,1.0227569305872901,7,8.175177363282256
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0227967663481092,2,4.795173289107624
0.6,0.19499552302444415,2352.245532034194,1.0227778107477825,3,6.846441119103306
0.6,0.1831163488965237,2000.5370754372436,1.0227656302845969,4,6.4850632044703485
0.6,0.1725742561038189,1878.6239050941072,1.0227539500112195,5,6.63748097494805
0.6,0.1615083261704749,1770.4345369008042,1.0227423053272684,6,7.54403761191876
0.6,0.16036885072692614,1656.8757643887511,1.0227329057388848,7,8.175369405012543
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0227915994649328,2,4.795197513104192
0.6,0.19499552302444415,2352.2243023792407,1.022767476982805,3,6.846510293686044
0.6,0.1831163488965237,2000.500964661525,1.0227501296386485,4,6.4851614911053455
0.6,0.1725742561038189,1878.5730399062613,1.0227332824850883,5,6.6376151060199975
0.6,0.1615083261704749,1770.3706225012377,1.0227164709217522,6,7.544228178642225
0.6,0.16036885072692614,1656.8009959877772,1.0227019044544676,7,8.175617225957271
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.022785303501849,2,4.795227030918359
0.6,0.19499552302444415,2352.198433796379,1.0227548850587065,3,6.84659458635403
0.6,0.1831163488965237,2000.4569636482092,1.022731241754939,4,6.485281259594935
0.6,0.1725742561038189,1878.511061176516,1.0227080986431207,5,6.637778555053102
0.6,0.1615083261704749,1770.2927441246109,1.0226849911228912,6,7.544460401455394
0.6,0.16036885072692614,1656.7098930403365,1.0226641286996967,7,8.175919221600575
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0227778634979676,2,4.795261912889309
0.6,0.19499552302444415,2352.1678649507126,1.022740005053944,3,6.846694198532637
0.6,0.1831163488965237,2000.4049683017954,1.022708921751511,4,6.485422796934512
0.6,0.1725742561038189,1878.4378226049257,1.0226783386431815,5,6.637971714800337
0.6,0.1615083261704749,1770.2007183501494,1.02264779112861,6,7.544734839914289
0.6,0.16036885072692614,1656.602241458537,1.0226194887127904,7,8.176276121631357
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.022769279453288,2,4.795302159251158
0.6,0.19499552302444415,2352.132596003604,1.0227228369687955,3,6.846809131557243
0.6,0.1831163488965237,2000.3449791721516,1.022683169629198,4,6.485586105969097
0.6,0.1725742561038189,1878.3533253538872,1.0226440024869377,5,6.63819459043779
0.6,0.1615083261704749,1770.0945471257464,1.0226048709416866,6,7.545051503210953
0.6,0.16036885072692614,1656.4780440910142,1.0225679844979172,7,8.176687940394133
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0227595513678107,2,4.795347770274036
0.6,0.19499552302444415,2352.0926271412222,1.0227033808035817,3,6.846939386968685
0.6,0.1831163488965237,2000.2769968936595,1.0226539853889614,4,6.485771189981575
0.6,0.1725742561038189,1878.257570764415,1.0226050901763128,5,6.638447187938401
0.6,0.1615083261704749,1769.974232698544,1.0225562305653269,6,7.545410401952949
0.6,0.16036885072692614,1656.3373042239275,1.0225096160598854,7,8.177154694443052
0.6,0.27530027533506396,2824.631585141112,1.0228215767634854,1,4.6963375598586055
0.6,0.22926951289064076,2824.631585141112,1.0227486792415355,2,4.795398746264081
0.6,0.19499552302444415,2352.0479585745434,1.022681636558666,3,6.847084966513317
0.6,0.1831163488965237,2000.2010221851974,1.0226213690318915,4,6.485978052692849
0.6,0.1725742561038189,1878.1505603560881,1.0225616017134869,5,6.638729514072368
0.6,0.1615083261704749,1769.83977761481,1.0225018700031638,6,7.5458115481642505
0.6,0.16036885072692614,1656.1800255807418,1.0224443834041446,7,8.177676402543543
